ministry,ministry_number,ministry_party,ministry_title,uniqueID,ministry_name,ministry_from,ministry_to,ministry_assistant_minister_or_parliamentary_secretary,ministry_comment
Howard,54,LIB-NPA Coalition,Minister for Health and Family Services,Wooldridge1956,"Wooldridge, MRL",1996-03-11,1998-10-21,,
Howard,54,LIB-NPA Coalition,Minister for Finance,Fahey1945,"Fahey, JJ",1996-03-11,1997-10-09,,
Howard,54,LIB-NPA Coalition,Minister for Finance and Administration,Fahey1945,"Fahey, JJ",1997-10-09,1998-10-21,,
Howard,54,LIB-NPA Coalition,"Minister for Employment, Education, Training and Youth Affairs",Vanstone1952,"Vanstone, Senator AE",1996-03-11,1997-10-09,,
Howard,54,LIB-NPA Coalition,"Minister for Employment, Education, Training and Youth Affairs",Kemp1941,"Kemp, DA",1997-10-09,1998-10-21,,
Howard,54,LIB-NPA Coalition,Attorney-General,Williams1942,"Williams, DR",1997-10-09,1998-10-21,,The office of Attorney-General became a Cabinet portfolio on 9.10.1997
Howard,54,LIB-NPA Coalition,Minister for Aboriginal and Torres Strait Islander Affairs,Herron1932,"Herron, Senator JJ",1996-03-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Prime Minister,Minchin1953,"Minchin, Senator NH",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Sydney 2000 Olympic Games,Smith1954,"Smith, WL",1996-05-07,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Sydney 2000 Olympic Games,Thomson1961,"Thomson, AP",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Public Service,Kemp1941,"Kemp, DA",1996-03-11,1996-03-17,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Public Service,Reith1950,"Reith, PK",1996-03-17,1997-07-18,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Public Service,Kemp1941,"Kemp, DA",1997-07-18,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Status of Women,Newman1937,"Newman, Senator JM",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary (Cabinet) to the Prime Minister,Miles1947,"Miles, CG",1996-03-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Prime Minister,Minchin1953,"Minchin, Senator NH",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary (Trade),Brownhill1935,"Brownhill, Senator DGC (NPA)",1996-03-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary (Foreign Affairs),Thomson1961,"Thomson, AP",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary (Foreign Affairs),Sullivan1942,"Sullivan, KJM",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Assistant Treasurer,Short1936,"Short, Senator JR",1996-03-11,1996-10-14,1,
Howard,54,LIB-NPA Coalition,Assistant Treasurer,Kemp1944,"Kemp, Senator CR",1996-10-14,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Treasurer,Gibson1936,"Gibson, Senator BF",1996-03-11,1996-10-15,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Treasurer,Campbell1959,"Campbell, Senator IG",1996-11-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister for Resources and Energy,Parer1936,"Parer, Senator WR",1996-03-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Primary Industries and Energy,Brownhill1935,"Brownhill, Senator DGC (NPA)",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Primary Industries and Energy,Troeth1940,"Troeth, Senator JM",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,"Minister for Sport, Territories and Local Government",Smith1954,"Smith, WL",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Minister for Sport and Tourism,Thomson1961,"Thomson, AP",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Environment,Smith1954,"Smith, WL",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Environment,Thomson1961,"Thomson, AP",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Sport, Territories and Local Government",Campbell1959,"Campbell, Senator IG",1996-03-11,1996-11-11,1,
Howard,54,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Sport, Territories and Local Government",Macdonald1945,"Macdonald, Senator ID",1996-11-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Workplace Relations and Small Business,Cadman1937,"Cadman, AG",1997-07-18,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister for the Status of Women,Moylan1944,"Moylan, JE",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Social Security,Kemp1944,"Kemp, Senator CR",1996-03-11,1996-10-14,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Social Security,Tambling1943,"Tambling, Senator GEJ (CLP)",1996-10-14,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister for Science and Technology,McGauran1955,"McGauran, PJ (NPA)",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Minister for Small Business and Consumer Affairs,Prosser1948,"Prosser, GD",1996-03-11,1997-07-18,1,
Howard,54,LIB-NPA Coalition,Minister for Customs and Consumer Affairs,Ellison1954,"Ellison, Senator CM",1997-07-18,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Minister for Customs and Consumer Affairs,Truss1948,"Truss, WE (NPA)",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,"Minister for Defence Industry, Science and Personnel",Bishop1942,"Bishop, BK",1996-03-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister for Veterans' Affairs,Scott1943,"Scott, BC (NPA)",1996-03-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,"Minister for Regional Development, Territories and Local Government",Somlyay1946,"Somlyay, AM",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Transport and Regional Development,Tambling1943,"Tambling, GEJ (CLP)",1996-03-11,1996-10-14,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Transport and Regional Development,Ronaldson1954,"Ronaldson, MJC",1996-10-14,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister for Family Services,Moylan1944,"Moylan, JE",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Minister for Family Services,Smith1954,"Smith, WL",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Health and Family Services,WoodsRobert1947,"Woods, Senator RL",1996-03-11,1997-02-03,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Health and Family Services,Ellison1954,"Ellison, Senator CM",1997-02-13,1997-07-18,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Health and Family Services,Worth1946,"Worth, PM",1997-07-18,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Minister for Finance for Privatisation,Kemp1941,"Kemp, DA",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Minister for Administrative Services,Jull1944,"Jull, DF",1996-03-11,1997-09-25,1,
Howard,54,LIB-NPA Coalition,Special Minister for State,Minchin1953,"Minchin, Senator NH",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,"Minister for Schools, Vocational Education and Training",Kemp1941,"Kemp, DA",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,"Minister for Schools, Vocational Education and Training",Ellison1954,"Ellison, Senator CM",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Employment, Education, Training and Youth Affairs",Abbott1957,"Abbott, AJ",1996-03-11,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Attorney-General,Williams1942,"Williams, DR",1996-03-11,1997-10-09,1,The office of Attorney-General became a Cabinet portfolio on 9.10.1997
Howard,54,LIB-NPA Coalition,Minister for Justice,Williams1942,"Williams, DR",1996-03-11,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Parliamentary Secretary to the Attorney-General,Ellison1954,"Ellison, Senator CM",1997-07-18,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Minister Assisting the Attorney-General,Ellison1954,"Ellison, Senator CM",1997-07-18,1997-10-09,1,
Howard,54,LIB-NPA Coalition,Minister for Justice,Vanstone1952,"Vanstone, Senator AE",1997-10-09,1998-10-21,1,
Howard,54,LIB-NPA Coalition,Minister for Immigration and Multicultural Affairs,Ruddock1943,"Ruddock, PM",1996-03-11,1998-10-21,1,
Howard,55,LIB-NPA Coalition,Prime Minister,Howard1939,"Howard, JW",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,Deputy Prime Minister,Fischer1946,"Fischer, TA (NPA)",1998-10-21,1999-07-20,,
Howard,55,LIB-NPA Coalition,Deputy Prime Minister,Anderson1956,"Anderson, JD (NPA)",1999-07-20,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Trade,Fischer1946,"Fischer, TA (NPA)",1998-10-21,1999-07-20,,
Howard,55,LIB-NPA Coalition,Minister for Trade,Vaile1956,"Vaile, MAJ (NPA)",1999-07-20,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Foreign Affairs,Downer1951,"Downer, AJG",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,Treasurer,Costello1957,"Costello, PH",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Transport and Regional Services,Anderson1956,"Anderson, JD (NPA)",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for the Environment and Heritage,Hill1946,"Hill, Senator RM",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,"Minister for Communications, Information Technology and the Arts",Alston1941,"Alston, Senator RKR",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,"Minister for Employment, Workplace Relations and Small Business",Reith1950,"Reith, PK",1998-10-21,2001-01-30,,
Howard,55,LIB-NPA Coalition,"Minister for Employment, Workplace Relations and Small Business",Abbott1957,"Abbott, AJ",2001-01-30,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Family and Community Services,Newman1937,"Newman, Senator JM",1998-10-21,2001-01-30,,
Howard,55,LIB-NPA Coalition,Minister for Family and Community Services,Vanstone1952,"Vanstone, Senator AE",2001-01-30,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Defence,Moore1936,"Moore, JC",1998-10-21,2001-01-30,,
Howard,55,LIB-NPA Coalition,Minister for Defence,Reith1950,"Reith, PK",2001-01-30,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Health and Aged Care,Wooldridge1956,"Wooldridge, MRL",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Finance and Administration,Fahey1945,"Fahey, JJ",1998-10-21,1997-10-09,,
Howard,55,LIB-NPA Coalition,"Minister for Education, Training and Youth Affairs",Kemp1941,"Kemp, DA",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,Vice-President of Executive Council,Kemp1941,"Kemp, DA",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,"Minister for Industry, Science and Resources",Minchin1953,"Minchin, Senator NH",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,Attorney-General,Williams1942,"Williams, DR",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,"Minister for Agriculture, Fisheries and Forestry",Vaile1956,"Vaile, MAJ (NPA)",1998-10-21,1999-07-19,,
Howard,55,LIB-NPA Coalition,"Minister for Agriculture, Fisheries and Forestry",Truss1948,"Truss, WE (NPA)",1999-07-20,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Immigration and Multicultural Affairs,Ruddock1943,"Ruddock, PM",1998-10-21,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Reconciliation and Aboriginal and Torres Strait Islander Affairs,Ruddock1943,"Ruddock, PM",2001-01-30,2001-11-26,,
Howard,55,LIB-NPA Coalition,Minister for Aboriginal and Torres Strait Islander Affairs,Herron1932,"Herron, Senator JJ",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Minister Assisting the Prime Minister,Tuckey1935,"Tuckey, CW",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Public Service,Kemp1941,"Kemp, DA",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Status of Women,Newman1937,"Newman, Senator JM",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Status of Women,Vanstone1952,"Vanstone, Senator AE",2001-01-30,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Sydney 2000 Games,Kelly1964,"Kelly, JM",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Minister Assisting the Prime Minister for Reconciliation,Ruddock1943,"Ruddock, PM",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to Cabinet,Heffernan1943,"Heffernan, Senator WD",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary (Trade),Anthony1961,"Anthony, LJ (NPA)",1998-10-21,1999-07-20,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary (Foreign Affairs),Sullivan1942,"Sullivan, KJM",1998-10-21,2000-02-16,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary (Foreign Affairs),Patterson1944,"Patterson, Senator KCL",2000-02-16,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for Financial Services and Regulation,Hockey1965,"Hockey, JB",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Assistant Treasurer,Kemp1944,"Kemp, Senator CR",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,"Minister for Regional Services, Territories and Local Government",Macdonald1945,"Macdonald, Senator ID",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Transport and Regional Services,Boswell1940,"Boswell, Senator RLD (NPA)",1999-07-20,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for the Environment and Heritage,Stone1951,"Stone, SN",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for the Arts and the Centenary of Federation,McGauran1955,"McGauran, PJ (NPA)",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Communications, Information Technology and the Arts",Campbell1959,"Campbell, Senator IG",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for Employment Services,Abbott1957,"Abbott, AJ",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Minister for Employment Services,Brough1961,"Brough, MT",2001-02-14,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for Small Business,Macfarlane1955,"Macfarlane, IE",2001-01-30,2001-11-26,1,
Howard,55,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Employment, Workplace Relations and Small Business",Brough1961,"Brough, MT",2000-02-16,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Minister for Community Services,Truss1948,"Truss, WE (NPA)",1998-10-21,1999-07-20,1,
Howard,55,LIB-NPA Coalition,Minister for Community Services,Anthony1961,"Anthony, LJ (NPA)",1999-07-20,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for Veterans' Affairs,Scott1943,"Scott, BC (NPA)",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister Assisting the Minister for Defence,Scott1943,"Scott, BC (NPA)",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Defence,Abetz1958,"Abetz, Senator E",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Defence,Nelson1958,"Nelson, BJ",2001-01-30,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for Aged Care,Bishop1942,"Bishop, BK",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Health and Aged Care,Ellison1954,"Ellison, Senator CM",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Health and Aged Care,Abetz1958,"Abetz, Senator E",2001-01-30,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Special Minister of State,Ellison1954,"Ellison, Senator CM",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Special Minister of State,Abetz1958,"Abetz, Senator E",2001-01-30,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Finance and Administration,Slipper1950,"Slipper, PN",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Education, Training and Youth Affairs",Worth1946,"Worth, PM",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for Sport and Tourism,Kelly1964,"Kelly, JM",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Industry, Science and Resources",Entsch1950,"Entsch, WG",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for Justice and Customs,Vanstone1952,"Vanstone, Senator AE",1998-10-21,2001-01-30,1,
Howard,55,LIB-NPA Coalition,Minister for Justice and Customs,Ellison1954,"Ellison, Senator CM",2001-01-30,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Minister for Forestry and Conservation,Tuckey1935,"Tuckey, CW",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Agriculture, Fisheries and Forestry",Troeth1940,"Troeth, Senator JM",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Immigration and Multicultural Affairs,Patterson1944,"Patterson, Senator KCL",1998-10-21,2001-11-26,1,
Howard,55,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Reconciliation and Aboriginal and Torres Strait Islander Affairs,Gallus1943,"Gallus, CA",2001-01-30,2001-11-26,1,
Howard,56,LIB-NPA Coalition,Prime Minister,Howard1939,"Howard, JW",2001-11-26,2004-10-26,,The National Party of Australia changed its name to The Nationals on 11.10.2003.
Howard,56,LIB-NPA Coalition,Deputy Prime Minister,Anderson1956,"Anderson, JD (NPA)",2001-11-26,2004-10-26,,
Howard,56,LIB-NPA Coalition,Minister for Transport and Regional Services,Anderson1956,"Anderson, JD (NPA)",2001-11-26,2004-10-26,,
Howard,56,LIB-NPA Coalition,Treasurer,Costello1957,"Costello, PH",2001-11-26,2004-10-26,,
Howard,56,LIB-NPA Coalition,Minister for Trade,Vaile1956,"Vaile, MAJ (NPA)",2001-11-26,2004-10-26,,
Howard,56,LIB-NPA Coalition,Minister for Foreign Affairs,Downer1951,"Downer, AJG",2001-11-26,2004-10-26,,
Howard,56,LIB-NPA Coalition,Minister for Defence,Hill1946,"Hill, Senator RM",2001-11-26,2004-10-26,,
Howard,56,LIB-NPA Coalition,"Minister for Communications, Information Technology and the Arts",Alston1941,"Alston, Senator RKR",2001-11-26,2003-10-07,,
Howard,56,LIB-NPA Coalition,"Minister for Communications, Information Technology and the Arts",Williams1942,"Williams, DR",2003-10-07,2004-07-18,,
Howard,56,LIB-NPA Coalition,"Minister for Communications, Information Technology and the Arts",Coonan1947,"Coonan, Senator HL",2004-07-18,2004-10-26,,
Howard,56,LIB-NPA Coalition,Minister for Employment and Workplace Relations,Abbott1957,"Abbott, AJ",2001-11-26,2003-10-07,,
Howard,56,LIB-NPA Coalition,Minister for Employment and Workplace Relations,Andrews1955,"Andrews, KJ",2003-10-07,2004-10-26,,
